monotonic_offset_s,utc_timestamp,T,T_dot,U,U_dot,V,V_dot,f,f_dot,mem
0.000287,2026-05-05T22:09:45.087698+00:00,47.95,,0.0,,0.8473,,2400.0,,5.1
0.5,2026-05-05T22:09:45.584180+00:00,48.2045,,16.36,,0.8473,,2400.0,,5.5608
1.001232,2026-05-05T22:09:46.085741+00:00,48.782,,33.4234,,0.8473,0.0,2400.0,0.0,6.4513
1.5,2026-05-05T22:09:46.584322+00:00,49.7349,,47.9036,,0.8473,0.0,2400.0,0.0,6.8858
2.0,2026-05-05T22:09:47.084404+00:00,50.0855,1.0677,59.172,,0.8473,0.0,2400.0,0.0,7.0979
2.5,2026-05-05T22:09:47.590318+00:00,50.864,1.3297,67.694,,0.8473,0.0,2400.0,0.0,7.2014
3.000001,2026-05-05T22:09:48.084346+00:00,51.4624,1.3402,74.1283,24.7094,0.8473,0.0,2400.0,0.0,7.2519
3.5,2026-05-05T22:09:48.584294+00:00,52.0496,1.1574,79.3051,20.9817,0.8473,0.0,2400.0,0.0,7.2765
4.0,2026-05-05T22:09:49.084344+00:00,52.6282,1.2714,83.0757,16.5508,0.8473,0.0,2400.0,0.0,7.2885
4.5,2026-05-05T22:09:49.584222+00:00,53.0729,1.1044,86.2978,12.7981,0.8473,0.0,2400.0,0.0,7.2944
5.0,2026-05-05T22:09:50.089219+00:00,53.6693,1.1034,88.4272,9.7517,0.8473,0.0,2400.0,0.0,7.2973
5.503314,2026-05-05T22:09:50.614025+00:00,53.7458,0.8481,90.1101,7.472,0.8473,0.0,2400.0,0.0,7.2987
6.0,2026-05-05T22:09:51.084259+00:00,54.0592,0.7155,91.6582,5.8433,0.8473,0.0,2400.0,0.0,7.2993
6.5,2026-05-05T22:09:51.584385+00:00,54.4273,0.6772,92.8017,4.4989,0.8473,0.0,2400.0,0.0,7.2997
7.0,2026-05-05T22:09:52.084239+00:00,54.4557,0.3932,93.6344,3.5195,0.8473,0.0,2400.0,0.0,7.2998
7.5,2026-05-05T22:09:52.691181+00:00,54.9866,0.6204,94.2743,2.6588,0.8473,0.0,2400.0,0.0,7.2487
8.0,2026-05-05T22:09:53.084201+00:00,55.1401,0.5405,94.5579,2.0436,0.8473,0.0,2400.0,0.0,7.275
8.5,2026-05-05T22:09:53.584430+00:00,55.5126,0.5427,95.0073,1.6324,0.8473,0.0,2400.0,0.0,7.2366
9.0,2026-05-05T22:09:54.084697+00:00,55.5444,0.5444,95.4684,1.2701,0.8473,0.0,2400.0,0.0,7.2179
9.5,2026-05-05T22:09:54.584228+00:00,55.8234,0.4184,95.7071,0.9685,0.8473,0.0,2400.0,0.0,7.1575
10.0,2026-05-05T22:09:55.088253+00:00,55.7833,0.3216,95.8906,0.7521,0.8473,0.0,2400.0,0.0,7.1281
10.5,2026-05-05T22:09:55.584435+00:00,56.1342,0.3108,95.9159,0.5472,0.8473,0.0,2400.0,0.0,7.0113
11.000617,2026-05-05T22:09:56.084907+00:00,56.1495,0.3025,96.1668,0.5363,0.8473,0.0,2400.0,0.0,6.9543
