monotonic_offset_s,utc_timestamp,T,T_dot,U,U_dot,V,V_dot,f,f_dot,mem
0.000266,2026-06-05T19:07:04.939865+00:00,49.6,,0.0,,0.8473,,2400.0,,4.3
0.500001,2026-06-05T19:07:05.436516+00:00,49.8545,,16.9848,,0.8473,,2400.0,,4.8632
1.0,2026-06-05T19:07:05.936541+00:00,50.432,,32.3995,,0.8473,0.0,2400.0,0.0,5.8036
1.5,2026-06-05T19:07:06.436690+00:00,51.2576,,47.0935,,0.8473,0.0,2400.0,0.0,6.2626
2.0,2026-06-05T19:07:06.937041+00:00,51.7649,1.0825,58.156,,0.8473,0.0,2400.0,0.0,6.4865
2.5,2026-06-05T19:07:07.442084+00:00,52.5367,1.3411,66.7974,,0.8473,0.0,2400.0,0.0,6.5958
3.0,2026-06-05T19:07:07.937384+00:00,53.2571,1.4126,73.4392,24.4797,0.8473,0.0,2400.0,0.0,6.6492
3.5,2026-06-05T19:07:08.436586+00:00,53.8108,1.2766,78.4283,20.4812,0.8473,0.0,2400.0,0.0,6.6752
4.0,2026-06-05T19:07:08.936546+00:00,54.4909,1.363,82.4944,16.6983,0.8473,0.0,2400.0,0.0,6.6879
4.5,2026-06-05T19:07:09.436689+00:00,54.8864,1.1749,85.7122,12.8729,0.8473,0.0,2400.0,0.0,6.6941
5.0,2026-06-05T19:07:09.943334+00:00,55.3177,1.0303,88.2085,10.0175,0.8473,0.0,2400.0,0.0,6.6971
5.507145,2026-06-05T19:07:10.443775+00:00,55.5218,0.8555,89.6412,7.6146,0.8473,0.0,2400.0,0.0,6.6986
6.0,2026-06-05T19:07:10.936550+00:00,55.806,0.6575,90.8349,5.7986,0.8473,0.0,2400.0,0.0,6.6993
6.5,2026-06-05T19:07:11.436560+00:00,56.0245,0.569,92.0301,4.5339,0.8473,0.0,2400.0,0.0,6.6997
7.0,2026-06-05T19:07:11.936605+00:00,56.5742,0.6283,93.0645,3.5233,0.8473,0.0,2400.0,0.0,6.6998
7.5,2026-06-05T19:07:12.443041+00:00,56.9967,0.7374,93.7437,2.6772,0.8473,0.0,2400.0,0.0,6.6487
8.007163,2026-06-05T19:07:12.943763+00:00,56.9396,0.5668,94.0344,1.942,0.8473,0.0,2400.0,0.0,6.675
8.5,2026-06-05T19:07:13.436588+00:00,57.2775,0.6265,94.5818,1.6469,0.8473,0.0,2400.0,0.0,6.6366
9.0,2026-06-05T19:07:13.936576+00:00,57.5373,0.4816,95.0257,1.3969,0.8473,0.0,2400.0,0.0,6.6179
9.5,2026-06-05T19:07:14.436579+00:00,57.6096,0.3065,95.3669,1.1122,0.8473,0.0,2400.0,0.0,6.6087
10.0,2026-06-05T19:07:14.942471+00:00,57.9198,0.4901,95.7448,0.8934,0.8473,0.0,2400.0,0.0,6.6043
10.5,2026-06-05T19:07:15.436960+00:00,58.1582,0.4403,95.8038,0.6867,0.8473,0.0,2400.0,0.0,6.5509
11.000931,2026-06-05T19:07:15.938521+00:00,58.4687,0.4657,95.8261,0.5972,0.8473,0.0,2400.0,0.0,6.5248
11.5,2026-06-05T19:07:16.436542+00:00,58.4528,0.4216,95.8895,0.4359,0.8473,0.0,2400.0,0.0,6.5121
12.0,2026-06-05T19:07:16.936550+00:00,58.5678,0.324,96.0307,0.335,0.8473,0.0,2400.0,0.0,6.5059
