monotonic_offset_s,utc_timestamp,T,T_dot,U,U_dot,V,V_dot,f,f_dot,mem
91.500117,2026-06-05T19:53:36.421608+00:00,66.575,-0.0129,95.8921,-0.0577,0.8473,0.0,2400.0,0.0,6.2878
92.0,2026-06-05T19:53:36.921808+00:00,66.7196,0.1174,96.0328,-0.0058,0.8473,0.0,2400.0,0.0,6.2941
92.5,2026-06-05T19:53:37.425754+00:00,66.5763,0.0266,96.0252,0.0341,0.8473,0.0,2400.0,0.0,6.2971
93.000295,2026-06-05T19:53:37.921672+00:00,66.5933,0.0204,96.1351,0.0262,0.8473,0.0,2400.0,0.0,6.3498
93.5,2026-06-05T19:53:38.421372+00:00,66.4792,-0.0479,96.2195,0.0587,0.8473,0.0,2400.0,0.0,6.3243
94.0,2026-06-05T19:53:38.921617+00:00,66.7732,0.0268,96.1456,0.0451,0.8473,0.0,2400.0,0.0,6.3119
94.5,2026-06-05T19:53:39.421270+00:00,66.7447,0.0842,96.0888,0.0655,0.8473,0.0,2400.0,0.0,6.3058
95.0,2026-06-05T19:53:39.925523+00:00,66.8501,0.1284,95.8137,-0.073,0.8473,0.0,2400.0,0.0,6.3028
95.5,2026-06-05T19:53:40.421457+00:00,67.0583,0.2896,95.8799,-0.0484,0.8473,0.0,2400.0,0.0,6.3526
96.0,2026-06-05T19:53:40.922584+00:00,67.0911,0.1589,95.9077,-0.0758,0.8473,0.0,2400.0,0.0,6.3769
96.5,2026-06-05T19:53:41.421686+00:00,67.2436,0.2494,96.0448,-0.0583,0.8473,0.0,2400.0,0.0,6.3887
97.0,2026-06-05T19:53:41.921113+00:00,67.2335,0.1917,95.8262,-0.1065,0.8473,0.0,2400.0,0.0,6.3945
97.5,2026-06-05T19:53:42.425941+00:00,67.2257,0.0837,95.8664,-0.0741,0.8473,0.0,2400.0,0.0,6.3461
98.0,2026-06-05T19:53:42.922599+00:00,67.3471,0.128,95.7585,-0.0184,0.8473,0.0,2400.0,0.0,6.3737
98.5,2026-06-05T19:53:43.426732+00:00,67.313,0.0347,95.8144,-0.0219,0.8473,0.0,2400.0,0.0,6.3872
99.0,2026-06-05T19:53:43.921136+00:00,67.1596,-0.0369,95.8573,-0.0168,0.8473,0.0,2400.0,0.0,6.3937
99.5,2026-06-05T19:53:44.421332+00:00,67.0417,-0.092,95.8903,-0.0515,0.8473,0.0,2400.0,0.0,6.3969
100.0,2026-06-05T19:53:44.924935+00:00,67.0783,-0.1344,95.8926,0.0221,0.8473,0.0,2400.0,0.0,6.3985
100.5,2026-06-05T19:53:45.423177+00:00,67.361,0.024,95.8017,-0.0216,0.8473,0.0,2400.0,0.0,6.3481
101.0,2026-06-05T19:53:45.921131+00:00,67.451,0.1457,95.7319,-0.0089,0.8473,0.0,2400.0,0.0,6.3235
101.5,2026-06-05T19:53:46.421395+00:00,67.7747,0.3665,95.6782,-0.0454,0.8473,0.0,2400.0,0.0,6.3114
102.0,2026-06-05T19:53:46.921189+00:00,67.769,0.3454,95.7527,-0.0349,0.8473,0.0,2400.0,0.0,6.3056
102.500345,2026-06-05T19:53:47.429594+00:00,67.8919,0.2654,95.6479,-0.0808,0.8473,0.0,2400.0,0.0,6.3027
103.0,2026-06-05T19:53:47.921107+00:00,67.8591,0.204,95.5674,-0.1084,0.8473,0.0,2400.0,0.0,6.3525
103.5,2026-06-05T19:53:48.421105+00:00,67.8338,0.0295,95.5518,-0.0833,0.8473,0.0,2400.0,0.0,6.3256
