epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
130,5489.92,1.3464,1.16369,1.28077,0.47997,0.55923,0.49927,0.27497,1.5606,1.2829,1.47807,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,5532.21,1.3421,1.16251,1.28878,0.62193,0.46655,0.50048,0.27396,1.54443,1.27322,1.48247,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,5574.4,1.34465,1.16213,1.29319,0.63329,0.48027,0.51323,0.28122,1.50652,1.26025,1.46084,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,5616.87,1.33908,1.15491,1.29187,0.70381,0.51431,0.5194,0.28284,1.53473,1.24843,1.48155,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,5659.29,1.34839,1.15785,1.29342,0.6106,0.48287,0.50828,0.28366,1.56985,1.25324,1.49963,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,5701.85,1.34402,1.14746,1.29446,0.51562,0.55043,0.5284,0.29397,1.55223,1.23657,1.49062,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,5744.1,1.33604,1.13765,1.28192,0.66187,0.43386,0.51573,0.28467,1.53552,1.23285,1.46429,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,5786.42,1.34329,1.16467,1.29089,0.55963,0.47326,0.50508,0.2832,1.50984,1.24035,1.45318,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,5829.05,1.33652,1.13775,1.28413,0.55009,0.45108,0.50037,0.28115,1.51445,1.22901,1.46619,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,5871.42,1.32778,1.13625,1.27907,0.57686,0.44428,0.51727,0.28518,1.5485,1.22441,1.49385,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,5913.89,1.33363,1.1315,1.28803,0.55058,0.51609,0.51576,0.2852,1.54775,1.22748,1.47726,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,5956.52,1.31545,1.11762,1.26876,0.50837,0.48065,0.51569,0.28215,1.55119,1.22603,1.47731,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,5998.67,1.31073,1.1005,1.2679,0.51623,0.52946,0.52361,0.28539,1.54195,1.22801,1.47155,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,6040.84,1.31631,1.12586,1.26917,0.50793,0.54674,0.52755,0.29215,1.54952,1.21978,1.48212,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,6083.51,1.30643,1.10102,1.26296,0.5497,0.48645,0.52416,0.29063,1.54473,1.23107,1.48383,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,6125.77,1.30835,1.10245,1.26631,0.50796,0.498,0.51085,0.27522,1.56534,1.23898,1.4866,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,6167.6,1.30869,1.09553,1.26392,0.52332,0.53635,0.52018,0.28367,1.54021,1.25379,1.47025,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,6209.74,1.31382,1.10826,1.27189,0.59573,0.50872,0.5317,0.29253,1.54287,1.25093,1.47672,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,6252.34,1.31118,1.12113,1.26854,0.61745,0.49153,0.52662,0.28736,1.56633,1.25844,1.48273,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,6294.5,1.31139,1.10984,1.26818,0.60186,0.48661,0.53445,0.29208,1.54914,1.25428,1.4776,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,6336.88,1.30223,1.09131,1.26306,0.6053,0.48086,0.52978,0.2874,1.58306,1.24385,1.49334,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,6379.04,1.29801,1.0916,1.25992,0.58985,0.49981,0.53318,0.28172,1.58785,1.27115,1.50191,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,6421.33,1.29851,1.08381,1.25402,0.55651,0.53674,0.5367,0.29037,1.58845,1.28093,1.50851,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,6463.87,1.29584,1.08584,1.25518,0.52637,0.56351,0.53793,0.29291,1.56821,1.26379,1.48881,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,6506.67,1.28552,1.06867,1.25195,0.60654,0.46636,0.52399,0.28913,1.54895,1.26678,1.47586,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,6549.09,1.28574,1.06977,1.24934,0.58771,0.49431,0.53178,0.29439,1.55463,1.27485,1.4726,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,6591.24,1.28753,1.08322,1.24964,0.62717,0.45054,0.51873,0.28552,1.55552,1.26268,1.47694,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,6633.53,1.29525,1.09275,1.25381,0.62261,0.46461,0.51993,0.28347,1.55393,1.27881,1.47256,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,6676.56,1.28767,1.08272,1.24994,0.60887,0.49262,0.52024,0.28758,1.55586,1.25327,1.47346,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,6718.73,1.28485,1.06699,1.24448,0.58077,0.47917,0.51919,0.28818,1.54789,1.25851,1.46914,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,6761.13,1.2818,1.05023,1.24422,0.61358,0.46205,0.51782,0.28375,1.56372,1.28897,1.48328,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,6804.13,1.29136,1.06732,1.24899,0.66057,0.47356,0.52185,0.28653,1.56816,1.2798,1.49549,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,6846.7,1.27232,1.06048,1.24482,0.68283,0.46503,0.52508,0.28603,1.56578,1.27083,1.49132,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,6888.82,1.28068,1.05041,1.2455,0.5591,0.49432,0.51663,0.28014,1.58282,1.26743,1.48946,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,6931.47,1.26841,1.04796,1.23847,0.54084,0.50014,0.51364,0.28641,1.55717,1.26059,1.47945,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,6973.92,1.27417,1.05286,1.24121,0.49127,0.51669,0.50526,0.28399,1.55428,1.25284,1.47691,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,7016.15,1.27057,1.05802,1.24275,0.63055,0.45606,0.52777,0.29314,1.56308,1.25697,1.48513,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,7058.52,1.27545,1.05606,1.23707,0.63321,0.47476,0.526,0.29316,1.56872,1.25775,1.49593,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,7101.06,1.2682,1.04514,1.23269,0.58323,0.48486,0.52741,0.29544,1.56472,1.24321,1.49898,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,7143.62,1.26506,1.03895,1.23386,0.59472,0.46192,0.51724,0.28669,1.57566,1.27079,1.50572,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,7185.83,1.2646,1.05,1.23626,0.57048,0.50201,0.52385,0.29052,1.58396,1.26891,1.49987,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,7228.36,1.25903,1.04224,1.23312,0.58718,0.48719,0.53006,0.29284,1.57777,1.26888,1.49478,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,7270.64,1.25368,1.0281,1.23212,0.59127,0.49256,0.5279,0.29145,1.56649,1.27463,1.48512,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,7313.2,1.2547,1.02941,1.23146,0.58355,0.49165,0.53272,0.29544,1.57813,1.29329,1.48678,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,7355.54,1.25357,1.02838,1.22599,0.59341,0.47704,0.53167,0.29447,1.57682,1.29284,1.48936,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,7397.88,1.24984,1.02698,1.22411,0.68085,0.44876,0.52534,0.28886,1.60916,1.29638,1.51791,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,7440.17,1.25532,1.01731,1.22395,0.67715,0.45456,0.51973,0.28536,1.60982,1.31161,1.52408,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,7482.73,1.23556,1.01893,1.21874,0.66863,0.47571,0.51953,0.28996,1.61184,1.30108,1.52885,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,7525.33,1.24258,1.01278,1.2205,0.68422,0.46795,0.51848,0.28574,1.60845,1.29406,1.52898,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,7567.61,1.24318,1.0239,1.22045,0.65794,0.4714,0.52531,0.29121,1.59319,1.28564,1.51256,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,7609.88,1.24633,1.00954,1.22702,0.64316,0.47527,0.52911,0.2892,1.58831,1.25988,1.51384,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,7652.36,1.23632,0.9937,1.2194,0.63421,0.46594,0.52689,0.28824,1.61291,1.2406,1.54545,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,7694.97,1.2401,1.02058,1.21876,0.61551,0.46274,0.5207,0.28419,1.62058,1.2445,1.55695,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,7737.18,1.2356,1.00108,1.2161,0.63816,0.46433,0.52529,0.29106,1.61581,1.24269,1.55093,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,7779.76,1.2234,1.00154,1.20704,0.60905,0.47017,0.52907,0.29362,1.60483,1.24905,1.52837,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,7822.35,1.23762,1.00399,1.21438,0.57716,0.49601,0.52746,0.29126,1.59936,1.24978,1.52353,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,7864.85,1.22758,0.99488,1.21076,0.6129,0.46899,0.51975,0.28497,1.59361,1.25176,1.52069,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,7907.01,1.22257,0.99085,1.20933,0.63574,0.46125,0.51791,0.28291,1.59945,1.24411,1.52892,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,7949.25,1.21952,0.98151,1.20293,0.56853,0.47061,0.517,0.28082,1.59485,1.23993,1.52635,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,7992.04,1.21987,0.98549,1.20472,0.54281,0.47096,0.51825,0.28169,1.59266,1.2494,1.5231,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,8034.94,1.2286,0.99607,1.21211,0.48174,0.54247,0.521,0.28566,1.59609,1.24291,1.52699,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,8077.53,1.21576,0.97263,1.20279,0.47491,0.54718,0.52226,0.28783,1.58853,1.2404,1.52525,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,8119.98,1.21986,0.98016,1.20868,0.5046,0.53382,0.5262,0.2883,1.58921,1.24289,1.5221,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,8162.79,1.20926,0.96983,1.20275,0.56548,0.47554,0.52623,0.29087,1.58968,1.24531,1.5183,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,8205.45,1.20746,0.96873,1.19645,0.56663,0.47949,0.52568,0.28972,1.58432,1.24777,1.5109,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,8247.95,1.20639,0.97837,1.20067,0.63123,0.45688,0.5286,0.2937,1.58682,1.24304,1.51258,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,8290.94,1.22064,0.97517,1.20227,0.59638,0.49124,0.53224,0.29201,1.59174,1.25611,1.51546,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,8333.2,1.21369,0.97327,1.20581,0.57662,0.47795,0.5283,0.28962,1.6016,1.2739,1.5289,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,8375.89,1.20838,0.97289,1.20117,0.51017,0.53858,0.52774,0.28594,1.6047,1.27759,1.53397,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,8418.12,1.19896,0.95733,1.18875,0.49126,0.54772,0.52733,0.28747,1.5974,1.27323,1.52754,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,8461.07,1.19623,0.94781,1.19807,0.5623,0.47065,0.52415,0.28473,1.60331,1.26573,1.53056,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,8503.69,1.20663,0.9621,1.1978,0.54763,0.46488,0.51685,0.28456,1.59691,1.27206,1.52402,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,8546.12,1.19673,0.94713,1.19082,0.50001,0.53621,0.51916,0.28554,1.60466,1.26353,1.53075,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,8589.13,1.19574,0.94456,1.19651,0.60216,0.46727,0.51511,0.28218,1.60853,1.26316,1.53365,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,8631.59,1.19348,0.95433,1.1941,0.62082,0.46148,0.51636,0.28373,1.61633,1.26201,1.53683,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,8674.24,1.20528,0.95946,1.19418,0.62169,0.46335,0.51863,0.28434,1.62185,1.26346,1.53736,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,8716.75,1.20099,0.95657,1.19841,0.62898,0.47106,0.52151,0.28663,1.62116,1.2591,1.53591,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,8759.58,1.19004,0.95253,1.18861,0.64517,0.46661,0.52281,0.28745,1.62359,1.25266,1.53744,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,8802.2,1.18636,0.94631,1.19027,0.62036,0.47568,0.5257,0.28786,1.61722,1.24107,1.53346,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,8844.68,1.18049,0.94019,1.18443,0.6164,0.46919,0.52434,0.29032,1.61645,1.23605,1.53591,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,8887.4,1.18737,0.95869,1.18489,0.49532,0.56481,0.52919,0.29513,1.61757,1.23268,1.54197,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,8930.03,1.17971,0.93389,1.17888,0.56926,0.50056,0.52557,0.29232,1.6144,1.22557,1.54144,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,8972.56,1.16662,0.92377,1.17666,0.65414,0.45211,0.52672,0.29076,1.6069,1.22538,1.53945,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,9015.15,1.17699,0.93235,1.18323,0.55925,0.49967,0.53081,0.29203,1.60305,1.22201,1.5381,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,9057.99,1.1786,0.9283,1.1765,0.63828,0.46805,0.52851,0.29186,1.60093,1.22141,1.53525,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,9100.2,1.17062,0.92762,1.17667,0.51821,0.55248,0.52903,0.29192,1.60371,1.22483,1.53553,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,9142.46,1.17833,0.93488,1.18075,0.61889,0.48053,0.52924,0.28898,1.59377,1.22819,1.52595,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,9185.06,1.16703,0.92499,1.17395,0.63186,0.47803,0.53314,0.292,1.5915,1.23064,1.51948,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,9227.79,1.17143,0.91449,1.17477,0.61364,0.47959,0.53199,0.2907,1.59579,1.23079,1.52112,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
