monotonic_offset_s,utc_timestamp,T,T_dot,U,U_dot,V,V_dot,f,f_dot,mem
0.000342,2026-05-06T01:14:27.937035+00:00,45.75,,0.0,,0.8486,,2400.0,,4.1
0.50027,2026-05-06T01:14:28.484656+00:00,45.8773,,13.6989,,0.8486,,2400.0,,4.7144
1.0,2026-05-06T01:14:28.928644+00:00,45.8478,,13.1669,,0.8486,0.0,2400.0,0.0,5.219
1.5,2026-05-06T01:14:29.428961+00:00,45.9525,,15.0258,,0.8486,0.0,2400.0,0.0,6.0797
2.0,2026-05-06T01:14:29.928727+00:00,46.4147,0.3323,33.5087,,0.8486,0.0,2400.0,0.0,6.6021
2.5,2026-05-06T01:14:30.433065+00:00,47.279,0.7009,48.0849,,0.8486,0.0,2400.0,0.0,6.857
3.000687,2026-05-06T01:14:30.947514+00:00,47.9434,1.0478,58.9642,19.6547,0.8486,0.0,2400.0,0.0,6.9814
3.5,2026-05-06T01:14:31.428674+00:00,48.7085,1.378,67.488,17.9297,0.8486,0.0,2400.0,0.0,7.0421
4.0,2026-05-06T01:14:31.928887+00:00,49.1694,1.3773,74.3171,20.3834,0.8486,0.0,2400.0,0.0,7.0718
4.5,2026-05-06T01:14:32.429234+00:00,50.0326,1.3768,79.5659,21.5134,0.8486,0.0,2400.0,0.0,7.0862
5.0,2026-05-06T01:14:32.935204+00:00,50.3143,1.1855,83.3687,16.62,0.8486,0.0,2400.0,0.0,7.0933
5.5,2026-05-06T01:14:33.428657+00:00,50.9127,1.1021,86.4073,12.7742,0.8486,0.0,2400.0,0.0,7.0967
6.0,2026-05-06T01:14:33.928663+00:00,51.3725,1.1016,88.7428,9.9262,0.8486,0.0,2400.0,0.0,7.0984
6.5,2026-05-06T01:14:34.429228+00:00,51.726,0.8467,90.5378,7.6833,0.8486,0.0,2400.0,0.0,7.0992
7.0,2026-05-06T01:14:34.928660+00:00,51.9976,0.8417,91.8017,5.8282,0.8486,0.0,2400.0,0.0,7.0996
7.5,2026-05-06T01:14:35.533426+00:00,52.2065,0.6469,92.5418,4.3253,0.8486,0.0,2400.0,0.0,7.0486
8.0,2026-05-06T01:14:35.928677+00:00,52.4942,0.5608,93.4346,3.3553,0.8486,0.0,2400.0,0.0,7.0749
8.5,2026-05-06T01:14:36.428716+00:00,52.5881,0.4311,94.0051,2.5326,0.8486,0.0,2400.0,0.0,7.0878
9.0,2026-05-06T01:14:36.929597+00:00,52.6603,0.3313,94.4667,1.908,0.8486,0.0,2400.0,0.0,7.094
9.5,2026-05-06T01:14:37.428678+00:00,52.7158,0.2546,94.8215,1.4279,0.8486,0.0,2400.0,0.0,7.0459
10.0,2026-05-06T01:14:37.932721+00:00,53.0129,0.2594,95.0942,1.0975,0.8486,0.0,2400.0,0.0,7.0224
10.5,2026-05-06T01:14:38.428736+00:00,53.2413,0.3266,95.0724,0.8435,0.8486,0.0,2400.0,0.0,7.0621
11.000795,2026-05-06T01:14:38.929721+00:00,53.6714,0.5056,95.4028,0.6561,0.8486,0.0,2400.0,0.0,7.0815
11.5,2026-05-06T01:14:39.428675+00:00,53.8747,0.5795,95.4253,0.4734,0.8486,0.0,2400.0,0.0,7.0398
12.0,2026-05-06T01:14:39.929301+00:00,54.031,0.509,95.7897,0.441,0.8486,0.0,2400.0,0.0,7.0194
12.5,2026-05-06T01:14:40.433893+00:00,54.1511,0.4549,95.8152,0.3312,0.8486,0.0,2400.0,0.0,7.0095
13.0,2026-05-06T01:14:40.928666+00:00,54.2434,0.286,95.8811,0.2623,0.8486,0.0,2400.0,0.0,7.0046
13.5,2026-05-06T01:14:41.428980+00:00,54.4416,0.2834,96.0243,0.3173,0.8486,0.0,2400.0,0.0,7.0023
14.0,2026-05-06T01:14:41.928805+00:00,54.3394,0.1542,96.1344,0.2439,0.8486,0.0,2400.0,0.0,7.0011
14.5,2026-05-06T01:14:42.428895+00:00,54.6427,0.2458,96.1033,0.226,0.8486,0.0,2400.0,0.0,6.9493
15.0,2026-05-06T01:14:42.932165+00:00,54.7485,0.2526,96.0794,0.0966,0.8486,0.0,2400.0,0.0,6.9241
15.5,2026-05-06T01:14:43.429425+00:00,54.8298,0.1941,96.0379,0.0742,0.8486,0.0,2400.0,0.0,6.9117
16.0,2026-05-06T01:14:43.929372+00:00,54.7651,0.2128,96.0291,0.0493,0.8486,0.0,2400.0,0.0,6.9057
16.5,2026-05-06T01:14:44.428677+00:00,54.9699,0.1636,96.0224,-0.0006,0.8486,0.0,2400.0,0.0,6.9028
17.0,2026-05-06T01:14:44.928696+00:00,55.1272,0.1894,96.1329,-0.0005,0.8486,0.0,2400.0,0.0,6.9014
17.5,2026-05-06T01:14:45.434352+00:00,55.2482,0.2092,96.2178,0.0382,0.8486,0.0,2400.0,0.0,6.8495
18.0,2026-05-06T01:14:45.929985+00:00,55.5957,0.4153,96.2831,0.0679,0.8486,0.0,2400.0,0.0,6.8241
18.5,2026-05-06T01:14:46.428679+00:00,55.7356,0.3828,96.1019,0.0213,0.8486,0.0,2400.0,0.0,6.8118
19.0,2026-05-06T01:14:46.928661+00:00,55.843,0.3579,96.194,0.055,0.8486,0.0,2400.0,0.0,6.8057
19.5,2026-05-06T01:14:47.429119+00:00,56.0529,0.4023,96.1491,0.0423,0.8486,0.0,2400.0,0.0,6.8028
20.0,2026-05-06T01:14:47.933171+00:00,56.2142,0.3092,96.1146,-0.0061,0.8486,0.0,2400.0,0.0,6.7502
20.5,2026-05-06T01:14:48.428760+00:00,56.0837,0.174,95.9724,-0.0818,0.8486,0.0,2400.0,0.0,6.7757
21.0,2026-05-06T01:14:48.928762+00:00,56.2378,0.1974,95.9788,-0.1014,0.8486,0.0,2400.0,0.0,6.7881
21.500073,2026-05-06T01:14:49.428878+00:00,56.3564,0.1517,96.0068,-0.0317,0.8486,0.0,2400.0,0.0,6.743
22.0,2026-05-06T01:14:49.928672+00:00,56.3202,0.053,95.8896,-0.1015,0.8486,0.0,2400.0,0.0,6.721
22.5,2026-05-06T01:14:50.434971+00:00,56.4196,0.168,96.1465,-0.0009,0.8486,0.0,2400.0,0.0,6.7102
23.0,2026-05-06T01:14:50.928850+00:00,56.4961,0.1291,96.0895,-0.0084,0.8486,0.0,2400.0,0.0,6.705
23.5,2026-05-06T01:14:51.428690+00:00,56.4276,0.0356,96.1845,0.0707,0.8486,0.0,2400.0,0.0,6.7024
24.0,2026-05-06T01:14:51.928725+00:00,56.6294,0.1546,96.1418,0.0543,0.8486,0.0,2400.0,0.0,6.65
24.5,2026-05-06T01:14:52.429226+00:00,56.7846,0.1825,96.109,0.034,0.8486,0.0,2400.0,0.0,6.6244
25.0,2026-05-06T01:14:52.933813+00:00,56.9039,0.2039,96.1995,0.1033,0.8486,0.0,2400.0,0.0,6.6119
25.5,2026-05-06T01:14:53.428673+00:00,56.8683,0.2203,96.0376,-0.0363,0.8486,0.0,2400.0,0.0,6.6058
26.0,2026-05-06T01:14:53.928658+00:00,57.0954,0.233,96.0289,-0.0202,0.8486,0.0,2400.0,0.0,6.6028
26.5,2026-05-06T01:14:54.428665+00:00,57.1428,0.1791,95.8834,-0.1004,0.8486,0.0,2400.0,0.0,6.5502
27.0,2026-05-06T01:14:54.928982+00:00,57.1792,0.1376,95.9104,-0.0771,0.8486,0.0,2400.0,0.0,6.5245
27.5,2026-05-06T01:14:55.432348+00:00,57.2071,0.1694,96.0468,-0.0207,0.8486,0.0,2400.0,0.0,6.512
28.0,2026-05-06T01:14:55.928719+00:00,57.2286,0.0666,96.036,-0.0545,0.8486,0.0,2400.0,0.0,6.5058
28.5,2026-05-06T01:14:56.429119+00:00,57.2451,0.0512,96.1433,0.0352,0.8486,0.0,2400.0,0.0,6.5028
29.0,2026-05-06T01:14:56.928681+00:00,57.1306,-0.0243,96.1102,0.0271,0.8486,0.0,2400.0,0.0,6.5014
29.5,2026-05-06T01:14:57.428659+00:00,57.297,0.045,96.0847,0.0671,0.8486,0.0,2400.0,0.0,6.5007
30.0,2026-05-06T01:14:57.932874+00:00,57.425,0.0982,95.9494,0.013,0.8486,0.0,2400.0,0.0,6.5003
30.5,2026-05-06T01:14:58.429187+00:00,57.5233,0.1391,95.9611,-0.0286,0.8486,0.0,2400.0,0.0,6.5002
31.0,2026-05-06T01:14:58.928669+00:00,57.7262,0.2978,95.7387,-0.0991,0.8486,0.0,2400.0,0.0,6.5001
31.5,2026-05-06T01:14:59.428993+00:00,57.8821,0.2925,95.9149,-0.0762,0.8486,0.0,2400.0,0.0,6.5
32.0,2026-05-06T01:14:59.929117+00:00,57.7474,0.1612,96.0503,-0.02,0.8486,0.0,2400.0,0.0,6.5
32.5,2026-05-06T01:15:00.434898+00:00,57.8984,0.1875,96.0386,-0.0153,0.8486,0.0,2400.0,0.0,6.5
33.0,2026-05-06T01:15:00.928897+00:00,57.8872,0.0805,96.0297,0.0268,0.8486,0.0,2400.0,0.0,6.5
33.5,2026-05-06T01:15:01.428799+00:00,58.2604,0.1891,96.1385,0.0591,0.8486,0.0,2400.0,0.0,6.5
34.0,2026-05-06T01:15:01.928720+00:00,58.42,0.3363,96.2222,0.1612,0.8486,0.0,2400.0,0.0,6.5
34.5,2026-05-06T01:15:02.428943+00:00,58.5426,0.3221,96.4022,0.1624,0.8486,0.0,2400.0,0.0,6.5
35.0,2026-05-06T01:15:02.933182+00:00,58.5096,0.3112,96.4248,0.1248,0.8486,0.0,2400.0,0.0,6.5
35.500966,2026-05-06T01:15:03.430458+00:00,58.6115,0.1756,96.3034,0.0882,0.8486,0.0,2400.0,0.0,6.5
36.0,2026-05-06T01:15:03.928755+00:00,58.5626,0.0713,96.2332,0.0678,0.8486,0.0,2400.0,0.0,6.5
36.5,2026-05-06T01:15:04.429125+00:00,58.6522,0.0548,96.4106,0.0907,0.8486,0.0,2400.0,0.0,6.5
37.0,2026-05-06T01:15:04.929274+00:00,58.5939,0.0421,96.4313,0.0697,0.8486,0.0,2400.0,0.0,6.5
37.5,2026-05-06T01:15:05.433548+00:00,58.6763,0.0324,96.4472,0.015,0.8486,0.0,2400.0,0.0,6.5
38.0,2026-05-06T01:15:05.928681+00:00,58.8669,0.1522,96.4363,0.0038,0.8486,0.0,2400.0,0.0,6.5
38.5,2026-05-06T01:15:06.428666+00:00,59.0134,0.1806,96.3353,0.0107,0.8486,0.0,2400.0,0.0,6.5
39.0,2026-05-06T01:15:06.928696+00:00,58.9987,0.2024,96.2577,0.0082,0.8486,0.0,2400.0,0.0,6.5
39.5,2026-05-06T01:15:07.428865+00:00,59.1147,0.2192,96.1981,-0.0708,0.8486,0.0,2400.0,0.0,6.5
40.0,2026-05-06T01:15:07.933347+00:00,59.2039,0.1685,96.1523,-0.093,0.8486,0.0,2400.0,0.0,6.5
