monotonic_offset_s,utc_timestamp,T,T_dot,U,U_dot,V,V_dot,f,f_dot,mem
0.000369,2026-05-06T17:13:51.581694+00:00,59.5,,100.0,,0.8483,,2400.0,,5.8
0.5,2026-05-06T17:13:52.076025+00:00,59.5,,77.9244,,0.8483,,2400.0,,5.8512
1.0,2026-05-06T17:13:52.575987+00:00,59.5,,63.4794,,0.8483,0.0,2400.0,0.0,6.1322
1.5,2026-05-06T17:13:53.076075+00:00,60.5182,,69.1998,,0.8483,0.0,2400.0,0.0,6.4741
2.0,2026-05-06T17:13:53.576037+00:00,61.428,0.964,75.4013,,0.8483,0.0,2400.0,0.0,6.5386
2.5,2026-05-06T17:13:54.084487+00:00,62.3818,1.4409,80.1679,,0.8483,0.0,2400.0,0.0,6.57
3.0,2026-05-06T17:13:54.576446+00:00,62.7331,1.6166,83.8083,-5.3972,0.8483,0.0,2400.0,0.0,6.5854
3.500113,2026-05-06T17:13:55.076602+00:00,63.385,1.4334,86.5137,2.8631,0.8483,0.0,2400.0,0.0,6.5929
4.0,2026-05-06T17:13:55.576053+00:00,64.395,1.4835,88.6857,8.4021,0.8483,0.0,2400.0,0.0,6.5965
4.5,2026-05-06T17:13:56.076209+00:00,64.9168,1.2675,90.4939,7.0981,0.8483,0.0,2400.0,0.0,6.5471
5.0,2026-05-06T17:13:56.580777+00:00,65.6997,1.4833,91.9994,5.5327,0.8483,0.0,2400.0,0.0,6.523
5.5,2026-05-06T17:13:57.076668+00:00,66.1741,1.3946,92.8326,4.2216,0.8483,0.0,2400.0,0.0,6.5112
6.000267,2026-05-06T17:13:57.576458+00:00,66.5388,1.0719,93.6812,3.291,0.8483,0.0,2400.0,0.0,6.5055
6.5,2026-05-06T17:13:58.076075+00:00,66.8191,0.9511,94.3335,2.6066,0.8483,0.0,2400.0,0.0,6.5027
7.0,2026-05-06T17:13:58.576091+00:00,67.1618,0.731,94.9505,2.0883,0.8483,0.0,2400.0,0.0,6.5013
7.5,2026-05-06T17:13:59.082066+00:00,67.5524,0.6891,95.1934,1.5665,0.8483,0.0,2400.0,0.0,6.4494
8.0,2026-05-06T17:13:59.576218+00:00,67.7254,0.5933,95.6114,1.204,0.8483,0.0,2400.0,0.0,6.4241
8.501379,2026-05-06T17:14:00.077774+00:00,67.9856,0.5833,95.817,0.9948,0.8483,0.0,2400.0,0.0,6.4118
9.0,2026-05-06T17:14:00.576061+00:00,68.3129,0.5756,95.8594,0.726,0.8483,0.0,2400.0,0.0,6.4057
9.5,2026-05-06T17:14:01.076100+00:00,68.3099,0.3788,96.1233,0.5966,0.8483,0.0,2400.0,0.0,6.3516
10.0,2026-05-06T17:14:01.580014+00:00,68.5622,0.4184,96.1873,0.4123,0.8483,0.0,2400.0,0.0,6.3252
10.5,2026-05-06T17:14:02.076344+00:00,68.756,0.3852,96.144,0.3169,0.8483,0.0,2400.0,0.0,6.3123
11.0,2026-05-06T17:14:02.576510+00:00,68.9051,0.2961,96.2264,0.205,0.8483,0.0,2400.0,0.0,6.306
11.5,2026-05-06T17:14:03.076111+00:00,68.8923,0.2912,96.2897,0.1575,0.8483,0.0,2400.0,0.0,6.2517
12.0,2026-05-06T17:14:03.576119+00:00,68.8825,0.1602,96.3384,0.1597,0.8483,0.0,2400.0,0.0,6.2252
12.5,2026-05-06T17:14:04.081763+00:00,68.875,0.0595,96.3758,0.0841,0.8483,0.0,2400.0,0.0,6.1611
13.0,2026-05-06T17:14:04.576382+00:00,69.1238,0.1093,96.4045,0.0724,0.8483,0.0,2400.0,0.0,6.1298
13.500495,2026-05-06T17:14:05.076620+00:00,69.3149,0.2113,96.4266,0.0942,0.8483,0.0,2400.0,0.0,6.1146
14.0,2026-05-06T17:14:05.576172+00:00,69.4619,0.2897,96.3279,0.0338,0.8483,0.0,2400.0,0.0,6.1071
14.5,2026-05-06T17:14:06.076505+00:00,69.8294,0.4772,96.3677,0.026,0.8483,0.0,2400.0,0.0,6.0011
15.0,2026-05-06T17:14:06.580239+00:00,69.73,0.3031,96.3983,0.02,0.8483,0.0,2400.0,0.0,5.9493
15.5,2026-05-06T17:14:07.076068+00:00,69.5264,0.1057,96.4219,0.0154,0.8483,0.0,2400.0,0.0,5.9241
16.0,2026-05-06T17:14:07.576422+00:00,69.879,0.2085,96.3242,-0.0268,0.8483,0.0,2400.0,0.0,5.9117
16.5,2026-05-06T17:14:08.076320+00:00,70.1499,0.1603,96.2492,-0.0591,0.8483,0.0,2400.0,0.0,5.8545
17.0,2026-05-06T17:14:08.576111+00:00,70.3582,0.3141,96.3072,-0.0069,0.8483,0.0,2400.0,0.0,5.8266
17.5,2026-05-06T17:14:09.082514+00:00,70.391,0.4323,96.3518,-0.0053,0.8483,0.0,2400.0,0.0,5.7618
18.0,2026-05-06T17:14:09.576825+00:00,70.6708,0.3959,96.2704,-0.0426,0.8483,0.0,2400.0,0.0,5.7814
18.500365,2026-05-06T17:14:10.076522+00:00,70.7585,0.3043,96.2079,-0.0713,0.8483,0.0,2400.0,0.0,5.7909
19.0,2026-05-06T17:14:10.576086+00:00,70.9532,0.2975,96.2755,-0.0163,0.8483,0.0,2400.0,0.0,5.7956
19.5,2026-05-06T17:14:11.076084+00:00,70.9756,0.2923,96.3274,0.0261,0.8483,0.0,2400.0,0.0,5.7978
20.0,2026-05-06T17:14:11.583812+00:00,71.2474,0.2883,96.3674,0.02,0.8483,0.0,2400.0,0.0,5.7989
20.5,2026-05-06T17:14:12.076154+00:00,71.329,0.2852,96.398,0.0154,0.8483,0.0,2400.0,0.0,5.7483
21.0,2026-05-06T17:14:12.576145+00:00,71.519,0.2829,96.5373,0.089,0.8483,0.0,2400.0,0.0,5.7236
21.5,2026-05-06T17:14:13.076094+00:00,71.5377,0.281,96.413,0.0684,0.8483,0.0,2400.0,0.0,5.7115
22.000258,2026-05-06T17:14:13.576448+00:00,71.5521,0.1524,96.4331,0.0526,0.8483,0.0,2400.0,0.0,5.6544
22.5,2026-05-06T17:14:14.081253+00:00,71.6905,0.1807,96.4486,0.0404,0.8483,0.0,2400.0,0.0,5.6266
23.0,2026-05-06T17:14:14.576438+00:00,71.6695,0.0753,96.4605,0.031,0.8483,0.0,2400.0,0.0,5.6642
23.5,2026-05-06T17:14:15.076788+00:00,71.908,0.1851,96.3771,-0.007,0.8483,0.0,2400.0,0.0,5.6825
24.0,2026-05-06T17:14:15.577014+00:00,71.964,0.2059,96.4055,-0.0439,0.8483,0.0,2400.0,0.0,5.6915
24.5,2026-05-06T17:14:16.076667+00:00,72.007,0.1583,96.3117,-0.0338,0.8483,0.0,2400.0,0.0,5.6446
25.0,2026-05-06T17:14:16.580453+00:00,72.0401,0.1853,96.2396,-0.0645,0.8483,0.0,2400.0,0.0,5.6218
25.5,2026-05-06T17:14:17.076091+00:00,71.811,-0.0485,96.2998,-0.0496,0.8483,0.0,2400.0,0.0,5.6106
26.0,2026-05-06T17:14:17.576074+00:00,72.0167,0.0264,96.2304,-0.0767,0.8483,0.0,2400.0,0.0,5.6052
26.5,2026-05-06T17:14:18.076077+00:00,72.1748,0.0839,96.4085,0.0105,0.8483,0.0,2400.0,0.0,5.6025
27.0,2026-05-06T17:14:18.576189+00:00,72.2964,0.1281,96.314,-0.0305,0.8483,0.0,2400.0,0.0,5.6012
27.5,2026-05-06T17:14:19.082364+00:00,72.3898,0.2894,96.3339,0.0074,0.8483,0.0,2400.0,0.0,5.5494
28.0,2026-05-06T17:14:19.576551+00:00,72.5888,0.2861,96.2566,0.0057,0.8483,0.0,2400.0,0.0,5.5753
28.5,2026-05-06T17:14:20.076514+00:00,72.4873,0.1562,96.1972,-0.0342,0.8483,0.0,2400.0,0.0,5.588
29.0,2026-05-06T17:14:20.576108+00:00,72.6638,0.1837,96.2673,0.0123,0.8483,0.0,2400.0,0.0,5.5941
29.5,2026-05-06T17:14:21.076309+00:00,72.6722,0.1412,96.2054,-0.0677,0.8483,0.0,2400.0,0.0,5.5459
30.0,2026-05-06T17:14:21.580815+00:00,72.6786,0.0449,96.2736,-0.0135,0.8483,0.0,2400.0,0.0,5.5224
30.500429,2026-05-06T17:14:22.077139+00:00,72.6835,0.0981,96.0946,-0.0798,0.8483,0.0,2400.0,0.0,5.5621
31.00017,2026-05-06T17:14:22.576458+00:00,72.5601,-0.0518,96.1884,-0.0227,0.8483,0.0,2400.0,0.0,5.5815
31.5,2026-05-06T17:14:23.076638+00:00,72.7197,0.0238,96.1448,-0.0175,0.8483,0.0,2400.0,0.0,5.591
32.000361,2026-05-06T17:14:23.576484+00:00,73.097,0.2092,96.1113,-0.052,0.8483,0.0,2400.0,0.0,5.5444
32.5,2026-05-06T17:14:24.080739+00:00,73.2597,0.2881,96.0855,-0.04,0.8483,0.0,2400.0,0.0,5.5217
